VAR_ROT0.00_SH_Z0.017_Y0.279/Z0.017Y0.279O_IN0.00OUTA1.77_F7_M.50.PMS 
     0.50000000     0.70400000     0.27900000     0.01700000 
                   1                   2                   3                   4                   5                   6                   7                   8                   9                  10                  11                  12                  13                  14                  15                  16                  17                  18                  19                  20                  21                  22                  23                  24                  25                  26                  27                  28                  29                  30                  31                  32                  33                  34                  35                  36                  37                  38                  39                  40                  41                  42                  43                  44                  45                  46                  47                  48                  49                  50                  51                  52                  53                  54                  55                  56                  57                  58                  59                  60                  61                  62                  63                  64                  65                  66                  67                  68                  69                  70 
BEGIN TRACK 
                MODE                MASS                 AGE               Dtime               LOG_L              LOG_TE                CONV               QSCHW               QDISC               QINTE                QHEL              QCAROX              LOG_Tc             LOG_RHc              LOG_Pc               QTMAX                XCEN               XHE3C                YCEN                  DM                RATE                   M                 MO1              XC_cen              XO_cen              XN_cen              Rhtmax                Xsup                Ysup               XCsup               XOsup               XNsup             XC13sup                LNUC                  LX                 QH1                 QH2                  LY                QHE1                QHE2                  LC                 QC1                 QC2              LNEUTR             L_EX_LT             lgL_SCT              lgL_AC            lgL_AC_T              L_GRAV               Rstar                 r_x              tau_xy             tau_thy                f_th                 n_c            aL_x_tot                  MU                MU_E                 CI1                 CF1                 CI2                 CF2                 CI3                 CF3                 CI4                 CF4                 CI5                 CF5                MFIT             CPU_SEC
                 287    5.0000000000e-01    1.0000000000e-01    1.9744000000e+03    1.1600900000e+00    3.5887600000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6997900000e+00   -2.0394200000e+00    1.1781560000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.1600000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.0390000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0149000000e-01    5.8698400000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2049000000e-01    0.0000000000e+00    9.9808056580e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9808056580e-01    9.0785000000e+02
                 288    5.0000000000e-01    1.0000000000e-01    1.9025000000e+03    1.1708500000e+00    3.5883400000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6940300000e+00   -2.0566000000e+00    1.1758620000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.1600000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.0570000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0150000000e-01    5.9545300000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2050000000e-01    0.0000000000e+00    9.9808056580e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9808056580e-01    9.0860000000e+02
                 289    5.0000000000e-01    1.0000000000e-01    1.8338000000e+03    1.1816300000e+00    3.5879100000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6882500000e+00   -2.0738100000e+00    1.1735610000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.1100000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.0740000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0169000000e-01    6.0407500000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2051000000e-01    0.0000000000e+00    9.9788862230e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9788862230e-01    9.0971000000e+02
                 290    5.0000000000e-01    1.0000000000e-01    1.7663000000e+03    1.1923800000e+00    3.5874700000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6824700000e+00   -2.0910300000e+00    1.1712600000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.1100000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.0910000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0158000000e-01    6.1283300000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2052000000e-01    0.0000000000e+00    9.9788862230e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9788862230e-01    9.1036000000e+02
                 291    5.0000000000e-01    1.0000000000e-01    1.7033000000e+03    1.2031600000e+00    3.5870300000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6766700000e+00   -2.1082800000e+00    1.1689550000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.1100000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1080000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0148000000e-01    6.2174000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2052000000e-01    0.0000000000e+00    9.9788862230e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9788862230e-01    9.1106000000e+02
                 292    5.0000000000e-01    1.0000000000e-01    1.6409000000e+03    1.2139300000e+00    3.5865800000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6708600000e+00   -2.1255600000e+00    1.1666450000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.0500000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1260000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0165000000e-01    6.3080200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2053000000e-01    0.0000000000e+00    9.9767748460e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9767748460e-01    9.1202000000e+02
                 293    5.0000000000e-01    1.0000000000e-01    1.5811000000e+03    1.2247000000e+00    3.5861300000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6650500000e+00   -2.1428600000e+00    1.1643340000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    6.0500000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1430000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0152000000e-01    6.4001300000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2054000000e-01    0.0000000000e+00    9.9767748460e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9767748460e-01    9.1252000000e+02
                 294    5.0000000000e-01    1.0000000000e-01    1.5235000000e+03    1.2354900000e+00    3.5856700000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6592200000e+00   -2.1601900000e+00    1.1620170000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.9600000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1600000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0168000000e-01    6.4938700000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2055000000e-01    0.0000000000e+00    9.9744523300e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9744523300e-01    9.1331000000e+02
                 295    5.0000000000e-01    1.0000000000e-01    1.4669000000e+03    1.2462500000e+00    3.5852000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6533900000e+00   -2.1775200000e+00    1.1597000000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.9600000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1780000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0158000000e-01    6.5891000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2056000000e-01    0.0000000000e+00    9.9744523300e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9744523300e-01    9.1382000000e+02
                 296    5.0000000000e-01    1.0000000000e-01    1.4139000000e+03    1.2570300000e+00    3.5847200000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6475500000e+00   -2.1948800000e+00    1.1573790000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.9600000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.1950000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0153000000e-01    6.6859700000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2057000000e-01    0.0000000000e+00    9.9744523300e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9744523300e-01    9.1450000000e+02
                 297    5.0000000000e-01    1.0000000000e-01    1.3619000000e+03    1.2677800000e+00    3.5842300000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6417000000e+00   -2.2122800000e+00    1.1550530000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.8900000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.2120000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0173000000e-01    6.7845800000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2057000000e-01    0.0000000000e+00    9.9718975630e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9718975630e-01    9.1535000000e+02
                 298    5.0000000000e-01    1.0000000000e-01    1.3131000000e+03    1.2785700000e+00    3.5837400000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6358300000e+00   -2.2296900000e+00    1.1527240000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.8900000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.2300000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0147000000e-01    6.8848200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2058000000e-01    0.0000000000e+00    9.9718975630e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9718975630e-01    9.1587000000e+02
                 299    5.0000000000e-01    1.0000000000e-01    1.2646000000e+03    1.2893500000e+00    3.5832400000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6299600000e+00   -2.2471400000e+00    1.1503910000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.8000000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.2470000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0165000000e-01    6.9868400000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2059000000e-01    0.0000000000e+00    9.9690873190e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9690873190e-01    9.1713000000e+02
                 300    5.0000000000e-01    1.0000000000e-01    1.2179000000e+03    1.3001300000e+00    3.5827400000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6240800000e+00   -2.2645900000e+00    1.1480570000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.8000000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.2650000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0150000000e-01    7.0905200000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2060000000e-01    0.0000000000e+00    9.9690873190e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9690873190e-01    9.1781000000e+02
                 301    5.0000000000e-01    1.0000000000e-01    1.1729000000e+03    1.3109200000e+00    3.5822300000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6181900000e+00   -2.2820500000e+00    1.1457210000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.8000000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.2820000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0144000000e-01    7.1959500000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2061000000e-01    0.0000000000e+00    9.9690873190e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9690873190e-01    9.1826000000e+02
                 302    5.0000000000e-01    1.0000000000e-01    1.1291000000e+03    1.3217100000e+00    3.5817200000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6122900000e+00   -2.2995600000e+00    1.1433800000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.7100000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.3000000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0171000000e-01    7.3032700000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2062000000e-01    0.0000000000e+00    9.9659960510e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9659960510e-01    9.1911000000e+02
                 303    5.0000000000e-01    1.0000000000e-01    1.0870000000e+03    1.3324900000e+00    3.5811900000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6063900000e+00   -2.3170600000e+00    1.1410390000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.7100000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.3170000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0151000000e-01    7.4122900000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2063000000e-01    0.0000000000e+00    9.9659960510e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9659960510e-01    9.1966000000e+02
                 304    5.0000000000e-01    1.0000000000e-01    1.0469000000e+03    1.3432900000e+00    3.5806600000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.6004700000e+00   -2.3346000000e+00    1.1386920000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.6400000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.3350000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0170000000e-01    7.5233000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2064000000e-01    0.0000000000e+00    9.9625956570e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9625956570e-01    9.2039000000e+02
                 305    5.0000000000e-01    1.0000000000e-01    1.0076000000e+03    1.3540500000e+00    3.5801200000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    5.5945600000e+00   -2.3521400000e+00    1.1363460000e+01    0.0000000000e+00    7.0398000000e-01    2.5248000000e-05    2.7897000000e-01    0.0000000000e+00    0.0000000000e+00    5.6400000000e+02    1.0000000000e+00    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04   -2.3520000000e+00    7.0400000000e-01    2.7900000000e-01    3.0570000000e-03    7.4790000000e-03    8.2470000000e-04    3.7040000000e-05    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    1.2001100000e+00   -3.3000000000e+01   -3.3000000000e+01   -3.3000000000e+01   -2.0158000000e-01    7.6361000000e+11    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    6.2065000000e-01    0.0000000000e+00    9.9625956570e-01    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    0.0000000000e+00    9.9625956570e-01    9.2092000000e+02
